,message,target,source,short
133,!I definitly recommend!!,1,amz,definitly recommend
134,Buyer--Be Very Careful!!!!!.,0,amz,buyer careful
135,The majority of the Logitech earbud headsets failed.,0,amz,majority Logitech earbud headset fail
136,Very good stuff for the price.,1,amz,good stuff price
137,My headset works just peachy-keen.,1,amz,headset work peachy keen
138,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0,amz,house get drop coverage upstairs coverage basement
139,Voice recognition is tremendous!,1,amz,voice recognition tremendous
140,What a waste.,0,amz,waste
141,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0,amz,different minute call experience drop area bar
142,I was not happy with this item.,0,amz,happy item
143,very disappointed.,0,amz,disappointed
144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0,amz,phone take FOREVER charge like hour literally
145,I got this phone on reccomendation from a relative and I'm glad I did.,1,amz,get phone reccomendation relative glad
146,What a waste of time!,0,amz,waste time
147,Its reception is very very poor.,0,amz,reception poor
148,Items stated as included from the description ARE NOT INCLUDED.,0,amz,item state include description include
149,"After 3 months, screen just went black all of a sudden.",0,amz,month screen go black sudden
150,I Was Hoping for More.,0,amz,hope
151,"Audio Quality is poor, very poor.",0,amz,audio quality poor poor
152,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1,amz,absolutely problem headset link blackberry curve
153,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1,amz,know sound funny like sketchy technology work work great
154,I've bought $5 wired headphones that sound better than these.,0,amz,buy $ wire headphone sound well
155,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1,amz,phone fast send kind message web browsing significantly fast previous phone
156,"Nice quality build, unlike some cheap s*** out there.",1,amz,nice quality build unlike cheap s
157,This item is fantastic and works perfectly!,1,amz,item fantastic work perfectly
158,And I just love the colors!,1,amz,love color
159,W810i is just SUPERB.,1,amz,W810i superb
160,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0,amz,whine internet go use thing like
161,Great charger.,1,amz,great charger
162,This is essentially a communications tool that does not communicate.,0,amz,essentially communication tool communicate
163,Works like a charm; it work the same as the one I got with the phone.,1,amz,work like charm work get phone
164,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0,amz,maintain monkey headphone obviously share dna copy design human
165,Great Value.,1,amz,great value
166,Doesn't work at all.. I bougth it for my L7c and its not working.,0,amz,work bougth l7c work
167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,amz,look sharp screen nice clear great graphic
168,doesn't last long.,0,amz,long
169,One thing I hate is the mode set button at the side.,0,amz,thing hate mode set button
170,EXCELLENT SERVICE!!!!!!!!.,1,amz,excellent service
171,Thank you for wasting my money.,0,amz,thank waste money
172,How can that be?The audio quality is poor.,0,amz,be?the audio quality poor
173,The iGo chargers and tips are really great.,1,amz,iGo charger tip great
174,The file browser offers all the options that one needs.Handsfree is great.,1,amz,file browser offer option need handsfree great
175,Superb Phone on a Great Network.,1,amz,superb phone great network
176,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,amz,"connect wife bluetooth,(motorola hs850 phone work like charm phone pocket case"
177,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,amz,late os v1.15 g like slow crawl lock
178,It only recognizes the Phone as its storage device.,0,amz,recognize phone storage device
179,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amz,like loud buzzing override conversation phone
180,Don't buy this product.,0,amz,buy product
181,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0,amz,bluetoooth headset time comfortable way fit ear
182,The sound quality is good and functionality is awesome.,1,amz,sound quality good functionality awesome
183,"I have this phone and it is a thorn in my side, I really abhor it.",0,amz,phone thorn abhor
184,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0,amz,recently problem stay connected minute disconnect
185,Incredible!.,1,amz,incredible
186,Design Flaw?.,0,amz,design flaw
187,Great phone!.,1,amz,great phone
188,Waste of 13 bucks.,0,amz,waste buck
189,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0,amz,check voice mail night keypad backlight turn second message lose
190,The replacement died in a few weeks.,0,amz,replacement die week
191,Any ring tone..Overall good phone to buy..,1,amz,ring tone overall good phone buy
192,Lately they have been extremely nice and helpful on the phone.,1,amz,lately extremely nice helpful phone
193,I have had problems wit hit dropping signal and more.,0,amz,problem wit hit drop signal
194,Not impressed.,0,amz,impressed
195,"Light weight, I hardly notice it is there.",1,amz,light weight hardly notice
196,You'll love how thin it is.,1,amz,love thin
197,Bad Choice.,0,amz,bad choice
198,The pleather case doesn't fit.,0,amz,pleather case fit
199,"useless phone, simply deaf.",0,amz,useless phone simply deaf
200,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,amz,color pretty think graphic incredibly sharp
201,All in all I think it was a good investment.,1,amz,think good investment
202,It makes very strange ticking noises before it ends the call.,0,amz,make strange ticking noise end
203,The best electronics of the available FM Transmitters.,1,amz,good electronic available fm transmitters
204,Battery lasts only a few hours.,0,amz,battery last hour
205,"great headset, very impressed - H500.",1,amz,great headset impressed h500
206,"The 1.2 mega pixel camera, being a part of a phone, is reasonably good7.",1,amz,1.2 mega pixel camera phone reasonably good7
207,I've had this for nearly 2 years and it has worked great for me.,1,amz,nearly year work great
208,Good transmit audio.,1,amz,good transmit audio
209,We are sending it back.,0,amz,send
210,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,amz,bother contact company dollar product learn lesson buy form online
211,"If you hate earbugs, avoid this phone by all means.",0,amz,hate earbug avoid phone mean
212,Great price also!,1,amz,great price
213,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1,amz,range decent able roam house phone living room reception sound quality issue
214,fast service.,1,amz,fast service
215,I would highly recommend this.,1,amz,highly recommend
216,I would recommend this.,1,amz,recommend
217,"I also didn't like the on button, it felt like it would crack with use.",0,amz,like button feel like crack use
218,WORST PHONE EVER.,0,amz,worst phone
219,I'm still infatuated with this phone.,1,amz,infatuate phone
220,Freezes frequently4.,0,amz,freezes frequently4
221,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0,amz,kind embarrassing use look embarrass child like company
222,"Simple, lightweight and great fit.",1,amz,simple lightweight great fit
223,"All in all, I'd expected a better consumer experience from Motorola.",0,amz,expect well consumer experience Motorola
224,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,amz,horrible tick sound background call experience
225,These are certainly very comfortable and functionality is decent.,1,amz,certainly comfortable functionality decent
226,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1,amz,usually like headband lightweight mess hair
227,I'm a bit disappointed.,0,amz,bit disappointed
228,"I have had this phone for over a year now, and I will tell you, its not that great.",0,amz,phone year tell great
229,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,amz,order sony Ericsson w810i think work s
230,The battery is completely useless to me.,0,amz,battery completely useless
231,What a big waste of time.,0,amz,big waste time
232,Don't waste your $$$ on this one.,0,amz,waste $ $ $
233,Great sound and service.,1,amz,great sound service
234,Really pleased with this product so far.,1,amz,pleased product far
235,One of my favorite purchases ever.,1,amz,favorite purchase
236,best bluetooth on the market.,1,amz,good bluetooth market
237,Authentic leather with nice shine and comfort .I recommend you this case !!,1,amz,authentic leather nice shine comfort .i recommend case
238,I was very excited to get this headset because I thought it was really cute.,1,amz,excited headset think cute
239,Do not make the same mistake as me.,0,amz,mistake
240,Big Disappointment with calendar sync.,0,amz,big disappointment calendar sync
241,the phone was unusable and was not new.,0,amz,phone unusable new
242,Worst Customer Service Ever.,0,amz,worst customer service
243,"No additional ear gels provided, and no instructions whatsoever.",0,amz,additional ear gel provide instruction whatsoever
244,It defeats the purpose of a bluetooth headset.,0,amz,defeat purpose bluetooth headset
245,Worth every penny.,1,amz,worth penny
246,Excellent wallet type phone case.,1,amz,excellent wallet type phone case
247,Nice headphones for the price and they work great!,1,amz,nice headphone price work great
248,Internet is excrutiatingly slow.,0,amz,internet excrutiatingly slow
249,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1,amz,comfortable wear probably important aspect case
250,"It's fits like a glove and is strong, secure, and durable.",1,amz,fit like glove strong secure durable
251,O my gosh the best phone I have ever had.,1,amz,o gosh good phone
252,It's very attractive and appears to be of good quality.,1,amz,attractive appear good quality
253,I love all the features and form factor.,1,amz,love feature form factor
254,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0,amz,product strong rubber petroleum smell unbearable cause return
255,poor quality and service.,0,amz,poor quality service
256,"The cable looks so thin and flimsy, it is scary.",0,amz,cable look thin flimsy scary
257,Great Earpiece.,1,amz,great earpiece
258,Excellent hands free tool.,1,amz,excellent hand free tool
259,Great for using with your home stereo.,1,amz,great home stereo
260,Good product - incredible value.,1,amz,good product incredible value
261,Only had this a month but it's worked flawlessly so far.,1,amz,month work flawlessly far
262,Works great.,1,amz,work great
263,Absolutel junk.,0,amz,absolutel junk
264,THAT one didn't work either.,0,amz,work
265,Battery life is real good.,1,amz,battery life real good
266,Returned 8 hours later.,0,amz,return hour later
267,It's a great item.,1,amz,great item
268,Don't waste your money!.,0,amz,waste money
269,Love this headset!,1,amz,love headset
270,"Not only will it drain your player, but may also potentially fry it.",0,amz,drain player potentially fry
271,Worked perfectly!,1,amz,work perfectly
272,Unreliable - I'm giving up.,0,amz,unreliable give
273,I gave it 5 stars because of the sound quality.,1,amz,give star sound quality
274,Avoid this one if you can.,0,amz,avoid
275,Reversible plug works great.,1,amz,reversible plug work great
276,I wasted my little money with this earpiece.,0,amz,waste little money earpiece
277,Very good phone.,1,amz,good phone
278,"Best of all is the rotating feature, very helpful.",1,amz,good rotate feature helpful
279,Comfort for our whole family.,1,amz,comfort family
280,"Good product, good seller.",1,amz,good product good seller
281,I love this bluetooth!,1,amz,love bluetooth
282,"First of all, it doesn't wear well.",0,amz,wear
283,I am very impressed with this headset from Plantronics.,1,amz,impressed headset Plantronics
284,I got it because it was so small and adorable.,1,amz,get small adorable
285,Great phone!.,1,amz,great phone
286,I wouldn't recommend buying this product.,0,amz,recommend buy product
287,Piece of Junk.,0,amz,piece junk
288,Poorly contstruct hinge.,0,amz,poorly contstruct hinge
289,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,amz,item great instal let charge overnite work good problem
290,Great Phone.,1,amz,great phone
291,Don't buy it.,0,amz,buy
292,Excellent Phone.,1,amz,excellent phone
293,DO NOT PURCHASE THIS PHONE.,0,amz,purchase phone
294,The voice recognition thru the handset is excellent.,1,amz,voice recognition handset excellent
295,This is hands down the best phone I've ever had.,1,amz,hand good phone
296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,amz,work great cat attack phone scratch protective strip instead destroy screen
297,This one works and was priced right.,1,amz,work price right
298,Customer service was terrible.,0,amz,customer service terrible
299,Battery life still not long enough in Motorola Razor V3i.,0,amz,battery life long motorola razor v3i
300,Sending it back.,0,amz,send
301,Now I know that I made a wise decision.,1,amz,know wise decision
302,Someone shouldve invented this sooner.,1,amz,have invent soon
303,Good price.,1,amz,good price
304,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,amz,work try device certainly engineer clever way construction feel good
305,I received it quickly and it works great!!,1,amz,receive quickly work great
306,Has been working great.,1,amz,work great
307,"As many people complained, I found this headset's microphone was very weak.",0,amz,people complain find headset microphone weak
308,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,amz,5-year old nokia Tracfone hold charge lot well
309,They do not care about the consumer one bit.,0,amz,care consumer bit
310,"This is a good battery, and it got here really fast.",1,amz,good battery get fast
311,The instruction manual is lacking.,0,amz,instruction manual lack
312,Also its slim enough to fit into my alarm clock docking station without removing the case.,1,amz,slim fit alarm clock docking station remove case
313,Phone now holds charge like it did when it was new.,1,amz,phone hold charge like new
314,The battery is unreliable as well as the service use antena.,0,amz,battery unreliable service use antena
315,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0,amz,uncomfortable sound quality poor compare phone razr previous wire headset plug lg
316,We have gotten a lot of compliments on it.,1,amz,get lot compliment
317,This is definitely a must have if your state does not allow cell phone usage while driving.,1,amz,definitely state allow cell phone usage drive
318,I want my money back.,0,amz,want money
319,I love this device.,1,amz,love device
320,I am also very happy with the price.,1,amz,happy price
321,I ordered this product first and was unhappy with it immediately.,0,amz,order product unhappy immediately
322,The Ngage is still lacking in earbuds.,0,amz,ngage lack earbud
323,I was able to do voice dialing in the car with no problem.,1,amz,able voice dialing car problem
324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,amz,bar cell phone home not hear
325,"good item, low price.",1,amz,good item low price
326,"However-the riingtones are not the best, and neither are the games.",0,amz,riingtone good game
327,The plug did not work very well.,0,amz,plug work
328,AMAZON SUCKS.,0,amz,amazon sucks
329,Rip off---- Over charge shipping.,0,amz,rip off---- charge shipping
330,VERY comfortable.,1,amz,comfortable
331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,amz,battery work replacement original come phone year ago
332,The reception is excellent!,1,amz,reception excellent
333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,amz,fit comfortably ear sound clear loud charge last couple day
334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,amz,clear quality sound mess sound ipod sound button headset
335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,amz,long lasting battery recharge frequentyly flip phones)2
336,Obviously there is a problem with the adhesive.,0,amz,obviously problem adhesive
337,Very disappointing.,0,amz,disappointing
338,"It was an inexpensive piece, but I would still have expected better quality.",0,amz,inexpensive piece expect well quality
339,It is practically useless and did not add any kind of boost to my reception after I bought it.,0,amz,practically useless add kind boost reception buy
340,Excellent sound quality.,1,amz,excellent sound quality
341,Was not happy.,0,amz,happy
342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,amz,piece junk break phone day
343,New Battery works great in phone.,1,amz,new battery work great phone
344,Worst customer service.,0,amz,bad customer service
345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,amz,drop phone time concrete phone great knock wood
346,Reception is terrible and full of static.,0,amz,reception terrible static
347,Good audio quality.,1,amz,good audio quality
348,This little device has transformed my organizational capability and made my life a whole lot easier.,1,amz,little device transform organizational capability life lot easy
349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,amz,sit vehicle cradle belt headset lose signal
350,Were JERKS on the phone.,0,amz,jerks phone
351,Works like a charm.. Works as advertised.,1,amz,work like charm work advertise
352,"Comfortable, Nice Range, Good Battery Life.",1,amz,comfortable nice range good battery life
353,Their network coverage in Los Angeles is horrible.,0,amz,network coverage los angeles horrible
354,Excellent starter wireless headset.,0,amz,excellent starter wireless headset
355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,amz,loudspeaker option great bumper light appealing
356,The only thing that I think could improve is the sound leaks out from the headset.,0,amz,thing think improve sound leak headset
357,"First off the reception sucks, I have never had more than 2 bars, ever.",0,amz,reception suck bar
358,The phone gets EXTREMELY HOT!,0,amz,phone get extremely hot
359,"The microphone also works well, but (according to people I have called) it applifies everything.",1,amz,microphone work accord people call applifie
360,Nice design and quality.,1,amz,nice design quality
361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,amz,phone drop case go save specially drop face
362,"It is light, easy to use, and has very clear reception and transmission.",1,amz,light easy use clear reception transmission
363,"bad fit, way too big.",0,amz,bad fit way big
364,It definitely was not as good as my S11.,1,amz,definitely good S11
365,awesome device.,1,amz,awesome device
366,Waste of money.,0,amz,waste money
367,"I had ordered a motorola data cable, got a very well finished and working product.",1,amz,order motorola data cable get finish work product
368,Love This Phone.,1,amz,love phone
369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,amz,look headset long time get happy
370,"I'll be drivng along, and my headset starts ringing for no reason.",0,amz,drivng headset start ring reason
371,Display is excellent and camera is as good as any from that year.,1,amz,display excellent camera good year
372,Battery life is also great!,1,amz,battery life great
373,The worst phone I've ever had.... Only had it for a few months.,0,amz,bad phone month
374,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,amz,good item work start have problem auto reverse tape player
375,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,amz,embarasse ear hurt try push ear plug ear
376,Protects the phone on all sides.,1,amz,protect phone side
377,This is a VERY average phone with bad battery life that operates on a weak network.,0,amz,average phone bad battery life operate weak network
378,"Clear Skype Calls, Long Battery Life, Long Range.",1,amz,clear skype calls long battery life long range
379,Soyo technology sucks.,0,amz,Soyo technology suck
380,Great Hands Free Device.,1,amz,great hands free device
381,"you can even take self portraits with the outside (exterior) display, very cool.",1,amz,self portrait outside exterior display cool
382,Same problem as others have mentioned.,0,amz,problem mention
383,After trying many many handsfree gadgets this is the one that finally works well.,1,amz,try handsfree gadget finally work
384,Magical Help.,1,amz,magical help
385,The worst piece of crap ever along with the Verizon customer service.,0,amz,bad piece crap Verizon customer service
386,Poor sound quality.,0,amz,poor sound quality
387,The best phone in market :).,1,amz,good phone market
388,It worked very well.,1,amz,work
389,The company shipped my product very promptly and it works well.,1,amz,company ship product promptly work
390,Exactly what I wanted.,1,amz,exactly want
391,The picture resolution is far below what other comparably-priced phones are offering today.,0,amz,picture resolution far comparably price phone offer today
392,This is a great deal.,1,amz,great deal
393,"Excellent product, I am very satisfied with the purchase.",1,amz,excellent product satisfied purchase
394,I highly recommend these and encourage people to give them a try.,1,amz,highly recommend encourage people try
395,Better than you'd expect.,1,amz,well expect
396,"Using all earpieces, left or right, this thing will not stay on my ear.",0,amz,earpiece left right thing stay ear
397,Great product and price.,1,amz,great product price
398,"Sounds good reasonably priced and effective, Its that simple !",1,amz,sound good reasonably price effective simple
399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,amz,wait sure item work recieve
400,what a disappointment,0,amz,disappointment
401,Very prompt service.,1,amz,prompt service
402,Excellent product for the price.,1,amz,excellent product price
403,Very pleased with this headset.,1,amz,pleased headset
404,don't waste your money and time.,0,amz,waste money time
405,I especially love the long battery life.,1,amz,especially love long battery life
406,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,amz,stupid buy new charger car charger cradle headphone car kit time new phone come
407,Works great.,1,amz,work great
408,Plantronics Bluetooth Excelent Buy.,1,amz,plantronics bluetooth excelent buy
409,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,amz,come Verizon cingulair nice cell phone thing notice bad service
410,I'll be looking for a new earpiece.,0,amz,look new earpiece
411,I highly recommend this device to everyone!,1,amz,highly recommend device
412,Jawbone Era is awesome too!,1,amz,jawbone era awesome
413,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,amz,receive white colored battery go dead couple hoursthe original week last long thereplacement
414,After a year the battery went completely dead on my headset.,0,amz,year battery go completely dead headset
415,"I have used several phone in two years, but this one is the best.",1,amz,phone year good
416,An Awesome New Look For Fall 2000!.,1,amz,awesome new look fall
417,This is the first phone I've had that has been so cheaply made.,0,amz,phone cheaply
418,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,amz,Att clear sound distorted yell talk
419,The plastic breaks really easy on this clip.,0,amz,plastic break easy clip
420,Price is good too.,1,amz,price good
421,Don't make the same mistake I did.,0,amz,mistake
422,Oh and I forgot to also mention the weird color effect it has on your phone.,0,amz,oh forget mention weird color effect phone
423,I'm using it with an iriver SPINN (with case) and it fits fine.,1,amz,iriver SPINN case fit fine
424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,amz,area unit broke).- fond magnetic strap
425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,amz,overall psyche phone appointment contact get great reception
426,"every thing on phone work perfectly, she like it.",1,amz,thing phone work perfectly like
427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,amz,note phone appearance look bland especially black model
428,IT'S REALLY EASY.,1,amz,easy
429,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amz,Sanyo survive dozens drop blacktop ill effect
430,Fantastic earphones.,1,amz,fantastic earphone
431,It finds my cell phone right away when I enter the car.,1,amz,find cell phone right away enter car
432,Low Quality.,0,amz,low quality
433,I highly recommend this modest priced cellular phone.,1,amz,highly recommend modest price cellular phone
434,But it does get better reception and clarity than any phone I've had before.,1,amz,well reception clarity phone
435,Warning - Stay away.,0,amz,warning stay away
436,I wish I could return the unit and get back my money.,0,amz,wish return unit money
437,Awsome Device Works Great!!.,1,amz,awsome device work great
438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,amz,talk 1/2 hour battery literally drain die
439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,amz,find bad unit come earpad recommend
440,Very Displeased.,0,amz,displeased
441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amz,get defect risk buy build quality
442,They made this case too small and is very difficult to install.,0,amz,case small difficult install
443,Restored my phone to like new performance.,1,amz,restore phone like new performance
444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amz,recommend purchase jabra jx-10 series work flawlessly moto q figure
445,"I searched the Internet, and found this one to be the best value.",1,amz,search internet find good value
446,Does not fit.,0,amz,fit
447,Very happy with this product.,1,amz,happy product
448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amz,screen size big key pad light camera quality excellent camera phone
449,There's really nothing bad I can say about this headset.,0,amz,bad headset
450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amz,glad find product amazon hard find high price
451,Portable and it works.,1,amz,portable work
452,"My colleague & I now get great reception.A little expensive, but performance is great.",1,amz,colleague great reception little expensive performance great
453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amz,fully charge go bed turn blue tooth wi fi notice leave morning
454,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amz,problem phone read memory card turn
455,Not good when wearing a hat or sunglasses.,0,amz,good wear hat sunglass
456,Timely shipment and quality product.,1,amz,timely shipment quality product
457,Nice solid keyboard.,1,amz,nice solid keyboard
458,Very well made and fits my Surefire GX2 perfectly.,1,amz,fit surefire gx2 perfectly
459,Horrible phone.,0,amz,horrible phone
460,BT50 battery junk!.,0,amz,BT50 battery junk
461,We would recommend these to others.,1,amz,recommend
462,Cant get the software to work with my computer.,0,amz,not software work computer
463,Disappointed!.,0,amz,disappointed
464,poor voice clarity.,0,amz,poor voice clarity
465,The battery works great!,1,amz,battery work great
466,No buyers remorse on this one!.,0,amz,buyer remorse
467,Very disappointed in AccessoryOne.,0,amz,disappointed AccessoryOne
468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,amz,find inexcusable probably return phone change carrier
469,Looks great and is strong.,1,amz,look great strong
470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,amz,TMobile service year pretty happy
471,The update procedure is difficult and cumbersome.,0,amz,update procedure difficult cumbersome
472,Disappointment.. I hate anything that goes in my ear.,0,amz,disappointment hate go ear
473,Great software for Motorolas.,1,amz,great software Motorolas
474,The delivery was on time.,1,amz,delivery time
475,Very easy to use.,1,amz,easy use
476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,amz,uncomfortable Ear use lg vx9900 env
477,The volume switch rocketed out of the unit to a destination unknown.,0,amz,volume switch rocket unit destination unknown
478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,amz,hold charge long time reasonably comfortable long wear condition quality sound tremendous
479,I'd like to return it.,0,amz,like return
480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,amz,keyboard worthwhile usefulness sturdy expect problem
481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,amz,Verizon bill difficult understand pricing plan simple
482,"After charging overnight, these batteries work great.",1,amz,charge overnight battery work great
483,You won't regret it!,1,amz,will regret
484,I love this phone!.,1,amz,love phone
485,A Disappointment.,0,amz,disappointment
486,Its not user friendly.,0,amz,user friendly
487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,amz,unfortunately ability actually know receive important feature phone pitiful respect
488,"Then I exchanged for the same phone, even that had the same problem.",0,amz,exchange phone problem
489,This results in the phone being either stuck at max volume or mute.,0,amz,result phone stick max volume mute
490,This PDA rocks.,1,amz,pda rock
491,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,amz,super charge use small hybrid palmtop camera cellphone excel role
492,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,amz,definitely recommend Jabra bt250v look comfort clarity great price
493,I had Verizon 2 years ago and really liked their service.,1,amz,Verizon year ago like service
494,Pretty piece of junk.,0,amz,pretty piece junk
495,Plug was the wrong size.,0,amz,Plug wrong size
496,Works as described.,1,amz,work describe
497,Save your money.... I've had this item for 11 months now.,0,amz,save money item month
498,Bad Purchase.,0,amz,bad purchase
499,WELL IM SATISFIED.,1,amz,im satisfied
500,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,amz,bose noise cancel amazing important NYC commuter
501,This battery is an excellent bargain!,1,amz,battery excellent bargain
502,Defective crap.,0,amz,defective crap
503,I would have given no star if I was able.,0,amz,give star able
504,I wear glasses and it fits fine with them.,1,amz,wear glass fit fine
505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,amz,sound quality device unacceptable quiet area hear
506,I would not recommend this item to anyone.,0,amz,recommend item
507,The holster that arrived did not match the photo in the ad.,0,amz,holster arrive match photo ad
508,great...no problems at all!.,1,amz,great problem
509,"As an earlier review noted, plug in this charger and nothing happens.",0,amz,early review note plug charger happen
510,This frog phone charm is adorable and very eye catching.,1,amz,frog phone charm adorable eye catch
511,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,amz,know push hard right number time function want
512,The sound is clear and the people I talk to on it are amazed at the quality too.,1,amz,sound clear people talk amazed quality
513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amz,get aluminum case new palm vx work protect handheld perfectly far
514,"very good product, well made.",1,amz,good product
515,Mobile Phone Tools are a must have.,1,amz,mobile phone tools
516,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,amz,impressed job Motorola sturdiness phone
517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amz,receive order shipping timeframe good working order overall excited source
518,The phone is sturdy and waterproof.,1,amz,phone sturdy waterproof
519,I am not impressed with this and i would not recommend this item to anyone.,0,amz,impressed recommend item
520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,amz,complaint standard sound volume little low turn 5(of
521,Thanks again to Amazon for having the things I need for a good price!,1,amz,thank Amazon have thing need good price
522,I ended up sliding it on the edge of my pants or back pockets instead.,1,amz,end slide edge pant pocket instead
523,I had to go to a store and bought a new NOKIA phone which is working great.,1,amz,store buy new NOKIA phone work great
524,Works great!.,1,amz,work great
525,REALLY UGLY.,0,amz,ugly
526,"horrible, had to switch 3 times.",0,amz,horrible switch time
527,The noise shield is incrediable.,1,amz,noise shield incrediable
528,No real improvement.,0,amz,real improvement
529,Razr Battery - Good buy.,1,amz,razr battery good buy
530,Keep up the good work Amazon!!,1,amz,good work Amazon
531,They refuse to refund or replace.,0,amz,refuse refund replace
532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amz,unfortunately easy accidentally activate gentle touch button accidentally touch phone face listen
